entrezID	symbol
5638	PRRG1
5638	PRGP1
5639	PRRG2
5639	PRGP2
5641	LGMN
5641	AEP
5641	LGMN1
5641	PRSC1
5644	PRSS1
5644	TRP1
5644	TRY1
5644	TRY4
5644	TRYP1
5646	PRSS3
5646	MTG
5646	PRSS4
5646	T9
5646	TRY3
5646	TRY4
5648	MASP1
5648	3MC1
5648	CRARF
5648	CRARF1
5648	MAP1
5648	MAp44
5648	MASP
5648	MASP3
5648	PRSS5
5648	RaRF
5649	RELN
5649	LIS2
5649	PRO1598
5649	RL
5649	ETL7
5650	KLK7
5650	hK7
5650	PRSS6
5650	SCCE
5651	TMPRSS15
5651	ENTK
5651	PRSS7
5652	PRSS8
5652	CAP1
5652	PROSTASIN
5653	KLK6
5653	Bssp
5653	hK6
5653	Klk7
5653	PRSS18
5653	PRSS9
5653	SP59
5654	HTRA1
5654	ARMD7
5654	CARASIL
5654	HtrA
5654	L56
5654	ORF480
5654	PRSS11
5654	CADASIL2
5655	KLK10
5655	NES1
5655	PRSSL1
5657	PRTN3
5657	ACPA
5657	AGP7
5657	C-ANCA
5657	CANCA
5657	MBN
5657	MBT
5657	NP-4
5657	NP4
5657	P29
5657	PR-3
5657	PR3
5660	PSAP
5660	GLBA
5660	SAP1
5662	PSD
5662	EFA6
5662	EFA6A
5662	PSD1
5662	TYL
5663	PSEN1
5663	AD3
5663	FAD
5663	PS-1
5663	PS1
5663	S182
5664	PSEN2
5664	AD3L
5664	AD4
5664	CMD1V
5664	PS2
5664	STM2
5669	PSG1
5669	B1G1
5669	CD66f
5669	DHFRP2
5669	FL-NCA-1%2F2
5669	PBG1
5669	PS-beta-C%2FD
5669	PS-beta-G-1
5669	PSBG-1
5669	PSBG1
5669	PSG95
5669	PSGGA
5669	PSGIIA
5669	SP1
5669	FL-NCA-1/2
5669	PS-beta-C/D
5670	PSG2
5670	CEA
5670	PSBG2
5670	PSG1
5671	PSG3
5672	PSG4
5672	PSG9
5672	PSBG-4
5672	PSBG-9
5673	PSG5
5673	FL-NCA-3
5673	PSG
5675	PSG6
5675	PSBG-10
5675	PSBG-12
5675	PSBG-6
5675	PSG10
5675	PSGGB
5676	PSG7
5676	PSBG-7
5676	PSG1
5676	PSGGA
5678	PSG9
5678	PS34
5678	PSBG-11
5678	PSBG-9
5678	PSG11
5678	PSGII
5680	PSG11
5680	PSBG-11
5680	PSBG-13
5680	PSG13
5680	PSG14
5680	PSG3
5681	PSKH1
5682	PSMA1
5682	HC2
5682	NU
5682	PROS30
5682	HEL-S-275
5682	
5683	PSMA2
5683	HC3
5683	MU
5683	PMSA2
5683	PSC2
5683	
5684	PSMA3
5684	HC8
5684	PSC3
5685	PSMA4
5685	HC9
5685	HsT17706
5685	PSC9
5686	PSMA5
5686	PSC5
5686	ZETA
5687	PSMA6
5687	IOTA
5687	p27K
5687	PROS27
5687	
5687	PSMA6P1
5688	PSMA7
5688	C6
5688	HSPC
5688	RC6-1
5688	XAPC7
5688	HEL-S-276
5689	PSMB1
5689	HC5
5689	PMSB1
5689	PSC5
5690	PSMB2
5690	HC7-I
5691	PSMB3
5691	HC10-II
5692	PSMB4
5692	HN3
5692	HsN3
5692	PROS-26
5692	PROS26
5693	PSMB5
5693	LMPX
5693	MB1
5693	X
5694	PSMB6
5694	DELTA
5694	LMPY
5694	Y
5695	PSMB7
5695	Z
5696	PSMB8
5696	ALDD
5696	D6S216
5696	D6S216E
5696	JMP
5696	LMP7
5696	NKJO
5696	PSMB5i
5696	RING10
5697	PYY
5697	PYY-I
5697	PYY1
5698	PSMB9
5698	beta1i
5698	LMP2
5698	PSMB6i
5698	RING12
5699	PSMB10
5699	beta2i
5699	LMP10
5699	MECL1
5700	PSMC1
5700	P26S4
5700	p56
5700	S4
5701	PSMC2
5701	MSS1
5701	Nbla10058
5701	S7
5702	PSMC3
5702	TBP1
5703	PSMC3P
5703	PSMC3P1
5704	PSMC4
5704	MIP224
5704	RPT3
5704	S6
5704	TBP-7
5704	TBP7
5705	PSMC5
5705	p45
5705	p45%2FSUG
5705	S8
5705	SUG-1
5705	SUG1
5705	TBP10
5705	TRIP1
5705	p45/SUG
5706	PSMC6
5706	CADP44
5706	p42
5706	P44
5706	SUG2
5706	HEL-S-73
5707	PSMD1
5707	P112
5707	Rpn2
5707	S1
5708	PSMD2
5708	P97
5708	RPN1
5708	S2
5708	TRAP2
5709	PSMD3
5709	P58
5709	RPN3
5709	S3
5709	TSTA2
5710	PSMD4
5710	AF
5710	AF-1
5710	ASF
5710	MCB1
5710	pUB-R5
5710	Rpn10
5710	S5A
5711	PSMD5
5711	S5B
5713	PSMD7
5713	MOV34
5713	P40
5713	Rpn8
5713	S12
5714	PSMD8
5714	HIP6
5714	HYPF
5714	Nin1p
5714	p31
5714	Rpn12
5714	S14
5714	HEL-S-91n
5715	PSMD9
5715	p27
5715	Rpn4
5716	PSMD10
5716	dJ889N15.2
5716	p28
5716	p28%28GANK%29
5716	p28(GANK)
5717	PSMD11
5717	p44.5
5717	Rpn6
5717	S9
5718	PSMD12
5718	p55
5718	Rpn5
5718	STISS
5719	PSMD13
5719	HSPC027
5719	p40.5
5719	Rpn9
5719	S11
5720	PSME1
5720	IFI5111
5720	PA28A
5720	PA28alpha
5720	REGalpha
5720	HEL-S-129m
5721	PSME2
5721	PA28B
5721	PA28beta
5721	REGbeta
5723	PSPH
5723	PSP
5723	PSPHD
5724	PTAFR
5724	PAFR
5725	PTBP1
5725	HNRNP-I
5725	HNRNPI
5725	HNRPI
5725	pPTB
5725	PTB
5725	PTB-1
5725	PTB-T
5725	PTB2
5725	PTB3
5725	PTB4
5726	TAS2R38
5726	PTC
5726	T2R38
5726	T2R61
5727	PTCH1
5727	BCNS
5727	HPE7
5727	NBCCS
5727	PTC
5727	PTC1
5727	PTCH
5727	PTCH11
5728	PTEN
5728	10q23del
5728	BZS
5728	CWS1
5728	DEC
5728	GLM2
5728	MHAM
5728	MMAC1
5728	PTEN1
5728	TEP1
5728	PTENbeta
5729	PTGDR
5729	AS1
5729	ASRT1
5729	DP
5729	DP1
5729	PTGDR1
5730	PTGDS
5730	L-PGDS
5730	LPGDS
5730	PDS
5730	PGD2
5730	PGDS
5730	PGDS2
5731	PTGER1
5731	EP1
5732	PTGER2
5732	EP2
5733	PTGER3
5733	EP3
5733	EP3-I
5733	EP3-II
5733	EP3-III
5733	EP3-IV
5733	EP3e
5733	PGE2-R
5733	EP3-VI
5734	PTGER4
5734	EP4
5734	EP4R
5735	PTGER4P1
5737	PTGFR
5737	FP
5738	PTGFRN
5738	CD315
5738	CD9P-1
5738	EWI-F
5738	FPRP
5738	SMAP-6
5739	PTGIR
5739	IP
5739	PRIPR
5740	PTGIS
5740	CYP8
5740	CYP8A1
5740	PGIS
5740	PTGI
5741	PTH
5741	PTH1
5742	PTGS1
5742	COX1
5742	COX3
5742	PCOX1
5742	PES-1
5742	PGG%2FHS
5742	PGHS-1
5742	PGHS1
5742	PHS1
5742	PTGHS
5742	PGG/HS
5743	PTGS2
5743	COX-2
5743	COX2
5743	GRIPGHS
5743	hCox-2
5743	PGG%2FHS
5743	PGHS-2
5743	PHS-2
5743	PGG/HS
5744	PTHLH
5744	BDE2
5744	HHM
5744	PLP
5744	PTHR
5744	PTHRP
5745	PTH1R
5745	PFE
5745	PTHR
5745	PTHR1
5746	PTH2R
5746	PTHR2
5747	PTK2
5747	FADK
5747	FAK
5747	FAK1
5747	FRNK
5747	p125FAK
5747	pp125FAK
5747	PPP1R71
5753	PTK6
5753	BRK
5754	PTK7
5754	CCK-4
5754	CCK4
5756	TWF1
5756	A6
5756	PTK9
5757	PTMA
5757	TMSA
5758	PTMAP1
5759	PTMAP2
5760	PTMAP3
5761	PTMAP4
5761	PTMA
5763	PTMS
5763	ParaT
5764	PTN
5764	HARP
5764	HBGF8
5764	HBNF
5764	NEGF1
5764	HB-GAM
5764	HBBM
5764	HBGF-8
5764	HBNF-1
5764	OSF-1
5767	PTP4A2P1
5767	h-PRL-1
5767	PTP4AP1
5768	QSOX1
5768	Q6
5768	QSCN6
5769	PTP4A2P2
5769	PTP4AP2
5770	PTPN1
5770	PTP1B
5771	PTPN2
5771	PTN2
5771	PTPT
5771	TC-PTP
5771	TCELLPTP
5771	TCPTP
5774	PTPN3
5774	PTP-H1
5774	PTPH1
5775	PTPN4
5775	MEG
5775	PTPMEG
5775	PTPMEG1
5777	PTPN6
5777	HCP
5777	HCPH
5777	HPTP1C
5777	PTP-1C
5777	SH-PTP1
5777	SHP-1
5777	SHP-1L
5777	SHP1
5778	PTPN7
5778	BPTP-4
5778	HEPTP
5778	LC-PTP
5778	LPTP
5778	PTPNI
5780	PTPN9
5780	MEG2
5780	PTPMEG2
5781	PTPN11
5781	BPTP3
5781	CFC
5781	NS1
5781	PTP-1D
5781	PTP2C
5781	SH-PTP2
5781	SH-PTP3
5781	SHP2
5781	JMML
5781	METCDS
5782	PTPN12
5782	PTP-PEST
5782	PTPG1
5783	PTPN13
5783	FAP-1
5783	hPTP1E
5783	PNP1
5783	PTP-BAS
5783	PTP-BL
5783	PTP1E
5783	PTPL1
5783	PTPLE
5784	PTPN14
5784	PEZ
5784	PTP36
5786	PTPRA
5786	HEPTP
5786	HLPR
5786	HPTPA
5786	HPTPalpha
5786	LRP
5786	PTPA
5786	PTPRL2
5786	R-PTP-alpha
5786	RPTPA
5787	PTPRB
5787	HPTP-BETA
5787	HPTPB
5787	PTPB
5787	R-PTP-BETA
5787	VEPTP
5788	PTPRC
5788	B220
5788	CD45
5788	CD45R
5788	GP180
5788	L-CA
5788	LCA
5788	LY5
5788	T200
5789	PTPRD
5789	HPTP
5789	HPTPD
5789	HPTPDELTA
5789	PTPD
5789	RPTPDELTA
5790	PTPRCAP
5790	CD45-AP
5790	LPAP
5791	PTPRE
5791	HPTPE
5791	PTPE
5791	R-PTP-EPSILON
5792	PTPRF
5792	LAR
5792	BNAH2
5793	PTPRG
5793	HPTPG
5793	PTPG
5793	R-PTP-GAMMA
5793	RPTPG
5794	PTPRH
5794	SAP1
5794	R-PTP-H
5795	PTPRJ
5795	CD148
5795	DEP1
5795	HPTPeta
5795	R-PTP-ETA
5795	SCC1
5796	PTPRK
5796	R-PTP-kappa
5797	PTPRM
5797	hR-PTPu
5797	PTPRL1
5797	R-PTP-MU
5797	RPTPM
5797	RPTPU
5798	PTPRN
5798	IA-2
5798	IA-2%2FPTP
5798	IA2
5798	ICA512
5798	R-PTP-N
5798	IA-2/PTP
5799	PTPRN2
5799	IA-2beta
5799	IAR
5799	ICAAR
5799	PTPRP
5799	R-PTP-N2
5800	PTPRO
5800	GLEPP1
5800	NPHS6
5800	PTP-OC
5800	PTP-U2
5800	PTPROT
5800	PTPU2
5800	R-PTP-O
5801	PTPRR
5801	EC-PTP
5801	PCPTP1
5801	PTP-SL
5801	PTPBR7
5801	PTPRQ
5802	PTPRS
5802	PTPSIGMA
5802	R-PTP-S
5802	R-PTP-sigma
5803	PTPRZ1
5803	HPTPZ
5803	HPTPzeta
5803	phosphacan
5803	PTP-ZETA
5803	PTP18
5803	PTPRZ
5803	PTPZ
5803	R-PTP-zeta-2
5803	RPTPB
5803	RPTPbeta
5805	PTS
5805	PTPS
5806	PTX3
5806	TNFAIP5
5806	TSG-14
5810	RAD1
5810	HRAD1
5810	REC1
5813	PURA
5813	PUR-ALPHA
5813	PUR1
5813	PURALPHA
5813	MRD31
5814	PURB
5814	PURBETA
5816	PVALB
5816	D22S749
5817	PVR
5817	CD155
5817	HVED
5817	Necl-5
5817	NECL5
5817	PVS
5817	TAGE4
5818	PVRL1
5818	CD111
5818	CLPED1
5818	ED4
5818	HIgR
5818	HVEC
5818	nectin-1
5818	OFC7
5818	PRR
5818	PRR1
5818	PVRR
5818	PVRR1
5818	SK-12
5818	NECTIN1
5818	HV1S
5819	PVRL2
5819	CD112
5819	HVEB
5819	PRR2
5819	PVRR2
5819	NECTIN2
5820	PVT1
5820	LINC00079
5820	NCRNA00079
5820	MIR1204HG
5820	MYC
5820	onco-lncRNA-100
5822	PWP2
5822	EHOC-17
5822	PWP2H
5822	UTP1
5824	PEX19
5824	D1S2223E
5824	HK33
5824	PBD12A
5824	PMP1
5824	PMPI
5824	PXF
5824	PXMP1
5825	ABCD3
5825	ABC43
5825	PMP70
5825	PXMP1
5825	ZWS2
5825	CBAS5
5826	ABCD4
5826	ABC41
5826	EST352188
5826	MAHCJ
5826	P70R
5826	P79R
5826	PMP69
5826	PXMP1L
5827	PXMP2
5827	PMP22
5828	PEX2
5828	PAF1
5828	PBD5A
5828	PBD5B
5828	PMP3
5828	PMP35
5828	PXMP3
5828	RNF72
5828	ZWS3
5829	PXN
5830	PEX5
5830	PBD2A
5830	PBD2B
5830	PTS1-BP
5830	PTS1R
5830	PXR1
5830	RCDP5
5831	PYCR1
5831	ARCL2B
5831	ARCL3B
5831	P5C
5831	P5CR
5831	PIG45
5831	PP222
5831	PRO3
5831	PYCR
5832	ALDH18A1
5832	ARCL3A
5832	GSAS
5832	P5CS
5832	PYCS
5832	ADCL3
5832	SPG9
5832	SPG9A
5832	SPG9B
5833	PCYT2
5833	ET
5834	PYGB
5834	GPBB
5836	PYGL
5836	GSD6
5837	PYGM
5858	PZP
5858	CPAMD6
5859	QARS
5859	GLNRS
5859	PRO2195
5859	MSCCA
5860	QDPR
5860	DHPR
5860	PKU2
5860	SDR33C1
5861	RAB1A
5861	RAB1
5861	YPT1
5862	RAB2A
5862	LHX
5862	RAB2
5863	RGL2
5863	HKE1.5
5863	KE1.5
5863	RAB2L
5864	RAB3A
5865	RAB3B
5866	RAB3IL1
5866	GRAB
5867	RAB4A
5867	HRES-1%2FRAB4
5867	RAB4
5867	HRES-1
5867	HRES-1/RAB4
5867	HRES1
5868	RAB5A
5868	RAB5
5869	RAB5B
5870	RAB6A
5870	RAB6
5871	MAP4K2
5871	BL44
5871	GCK
5871	RAB8IP
5872	RAB13
5872	GIG4
5873	RAB27A
5873	GS2
5873	HsT18676
5873	RAB27
5873	RAM
5874	RAB27B
5874	C25KG
5875	RABGGTA
5875	PTAR3
5876	RABGGTB
5876	GGTB
5877	RABIF
5877	MSS4
5877	RASGFR3
5877	RASGRF3
5878	RAB5C
5878	L1880
5878	RAB5CL
5878	RAB5L
5878	RABL
5879	RAC1
5879	MIG5
5879	p21-Rac1
5879	Rac-1
5879	TC-25
5880	RAC2
5880	EN-7
5880	Gx
5880	HSPC022
5880	p21-Rac2
5881	RAC3
5883	RAD9A
5883	RAD9
5884	RAD17
5884	CCYC
5884	HRAD17
5884	R24L
5884	RAD17SP
5884	RAD24
5885	RAD21
5885	CDLS4
5885	hHR21
5885	HR21
5885	HRAD21
5885	MCD1
5885	NXP1
5885	SCC1
5886	RAD23A
5886	HHR23A
5886	HR23A
5887	RAD23B
5887	HHR23B
5887	HR23B
5887	P58
5888	RAD51
5888	BRCC5
5888	HRAD51
5888	HsRad51
5888	HsT16930
5888	MRMV2
5888	RAD51A
5888	RECA
5888	FANCR
5889	RAD51C
5889	BROVCA3
5889	FANCO
5889	R51H3
5889	RAD51L2
5890	RAD51B
5890	R51H2
5890	RAD51L1
5890	REC2
5891	MOK
5891	RAGE
5891	RAGE-1
5891	RAGE1
5891	STK30
5892	RAD51D
5892	BROVCA4
5892	R51H3
5892	RAD51L3
5892	TRAD
5893	RAD52
5893	LOC100130219
5894	RAF1
5894	c-Raf
5894	CRAF
5894	NS5
5894	Raf-1
5894	CMD1NN
5896	RAG1
5896	RAG-1
5896	RNF74
5897	RAG2
5897	RAG-2
5898	RALA
5898	RAL
5899	RALB
5900	RALGDS
5900	RalGEF
5900	RGDS
5900	RGF
5901	RAN
5901	ARA24
5901	Gsp1
5901	TC4
5902	RANBP1
5902	HTF9A
5903	RANBP2
5903	ANE1
5903	IIAE3
5903	NUP358
5903	TRP1
5903	TRP2
5903	ADANE
5905	RANGAP1
5905	Fug1
5905	RANGAP
5905	SD
5906	RAP1A
5906	KREV-1
5906	KREV1
5906	RAP1
5906	SMGP21
5906	C21KG
5906	G-22K
5907	RAP1AP
5907	KREV1P
5907	SMGP21A
5908	RAP1B
5908	K-REV
5908	RAL1B
5909	RAP1GAP
5909	RAP1GA1
5909	RAP1GAP1
5909	RAP1GAPII
5909	RAPGAP
5910	RAP1GDS1
5910	GDS1
5910	SmgGDS
5911	RAP2A
5911	K-REV
5911	KREV
5911	RAP2
5911	RbBP-30
5912	RAP2B
5913	RAPSN
5913	RAPSYN
5913	RNF205
5913	CMS11
5913	CMS4C
5913	FADS
5914	RARA
5914	NR1B1
5914	RAR
5915	LOC101927874
5915	RARB
5915	HAP
5915	NR1B2
5915	RRB2
5915	MCOPS12
5915	RARbeta1
5916	RARG
5916	NR1B3
5916	RARC
5917	RARS
5917	ArgRS
5917	DALRD1
5917	HLD9
5918	RARRES1
5918	LXNL
5918	TIG1
5918	PERG-1
5919	RARRES2
5919	HP10433
5919	TIG2
5920	RARRES3
5920	HRASLS4
5920	HRSL4
5920	PLA1%2F2-3
5920	RIG1
5920	TIG3
5920	PLA1/2-3
5921	RASA1
5921	CM-AVM
5921	CMAVM
5921	GAP
5921	p120GAP
5921	p120RASGAP
5921	PKWS
5921	RASA
5921	RASGAP
5921	p120
5922	RASA2
5922	GAP1M
5923	RASGRF1
5923	CDC25
5923	CDC25L
5923	GNRP
5923	GRF1
5923	GRF55
5923	H-GRF55
5923	PP13187
5923	ras-GRF1
5924	RASGRF2
5924	GRF2
5924	RAS-GRF2
5925	RB1
5925	OSRC
5925	p105-Rb
5925	pp110
5925	pRb
5925	RB
5925	PPP1R130
5926	ARID4A
5926	RBBP-1
5926	RBBP1
5926	RBP-1
5926	RBP1
5927	KDM5A
5927	JARID1A
5927	RBBP-2
5927	RBBP2
5927	RBP2
5928	RBBP4
5928	NURF55
5928	RBAP48
5928	lin-53
5929	RBBP5
5929	RBQ3
5929	SWD1
5930	RBBP6
5930	MY038
5930	P2P-R
5930	PACT
5930	RBQ-1
5930	SNAMA
5931	RBBP7
5931	RbAp46
5932	RBBP8
5932	COM1
5932	CTIP
5932	JWDS
5932	RIM
5932	SAE2
5932	SCKL2
5933	RBL1
5933	CP107
5933	p107
5933	PRB1
5934	RBL2
5934	P130
5934	Rb2
5935	RBM3
5935	IS1-RNPL
5935	RNPL
5936	RBM4
5936	LARK
5936	RBM4A
5936	ZCCHC21
5936	ZCRB3A
5937	RBMS1
5937	C2orf12
5937	HCC-4
5937	MSSP
5937	MSSP-1
5937	MSSP-2
5937	MSSP-3
5937	SCR2
5937	YC1
5938	RBMS1P1
5938	MSSP1
5938	RBMS1P
5939	RBMS2
5939	SCR3
5940	RBMY1A1
5940	RBM
5940	RBM1
5940	RBM2
5940	RBMY
5940	RBMY1C
5940	YRRM1
5940	YRRM2
5940	RBMY1D
5940	RBMY1J
5944	RBMY1HP
5944	RBMY1H
5944	YRRM
5945	RBMY2AP
5945	RBMY2A
5947	RBP1
5947	CRABP-I
5947	CRBP
5947	CRBP1
5947	CRBPI
5947	RBPC
5948	RBP2
5948	CRABP-II
5948	CRBP2
5948	CRBPII
5948	RBPC2
5949	RBP3
5949	D10S64
5949	D10S65
5949	D10S66
5949	IRBP
5949	RBPI
5949	RP66
5950	RBP4
5950	RDCCAS
5950	MCOPCB10
5954	RCN1
5954	PIG20
5954	RCAL
5954	RCN
5954	HEL-S-84
5955	RCN2
5955	E6BP
5955	ERC-55
5955	ERC55
5955	TCBP49
5956	OPN1LW
5956	CBBM
5956	CBP
5956	COD5
5956	RCP
5956	ROP
5957	RCVRN
5957	RCV1
5959	RDH5
5959	9cRDH
5959	HSD17B9
5959	RDH1
5959	SDR9C5
5961	PRPH2
5961	AOFMD
5961	AVMD
5961	CACD2
5961	DS
5961	PRPH
5961	rd2
5961	RDS
5961	RP7
5961	TSPAN22
5961	MDBS1
5962	RDX
5962	DFNB24
5964	RDXP2
5965	RECQL
5965	RecQ1
5965	RECQL1
5966	REL
5966	C-Rel
5967	REG1A
5967	ICRF
5967	P19
5967	PSP
5967	PSPS
5967	PSPS1
5967	PTP
5967	REG
5968	REG1B
5968	PSPS2
5968	REGH
5968	REGI-BETA
5968	REGL
5969	REG1P
5969	REGL
5969	RS
5969	REG1CP
5970	RELA
5970	NFKB3
5970	p65
5971	RELB
5971	I-REL
5971	IREL
5971	REL-B
5971	IMD53
5972	REN
5972	HNFJ2
5973	RENBP
5973	RBP
5973	RNBP
5976	UPF1
5976	HUPF1
5976	NORF1
5976	pNORF1
5976	RENT1
5976	smg-2
5977	DPF2
5977	REQ
5977	ubi-d4
5977	UBID4
5978	REST
5978	NRSF
5978	XBR
5978	WT6
5979	RET
5979	CDHF12
5979	CDHR16
5979	HSCR1
5979	MEN2A
5979	MEN2B
5979	MTC1
5979	PTC
5979	RET-ELE1
5979	RET51
5980	REV3L
5980	POLZ
5980	REV3
5981	RFC1
5981	A1
5981	MHCBFB
5981	PO-GA
5981	RECC1
5981	RFC
5981	RFC140
5982	RFC2
5982	RFC40
5983	RFC3
5983	RFC38
5984	RFC4
5984	A1
5984	RFC37
5985	RFC5
5985	RFC36
5986	RFNG
5987	TRIM27
5987	RFP
5987	RNF76
5988	RFPL1
5988	RNF78
5988	LOC105377195
5989	RFX1
5989	EFC
5989	RFX
5990	RFX2
5991	RFX3
5991	bA32F11.1
5992	RFX4
5992	NYD-SP10
5993	RFX5
5994	RFXAP
5995	RGR
5995	RP44
5996	RGS1
5996	1R20
5996	BL34
5996	IER1
5996	IR20
5996	HEL-S-87
5997	RGS2
5997	G0S8
5998	RGS3
5998	C2PA
5998	RGP3
5999	RGS4
5999	RGP4
5999	SCZD9
6000	RGS7
6001	RGS10
6002	RGS12
6003	RGS13
6004	RGS16
6004	A28-RGS14
6004	A28-RGS14P
6004	RGS-R
6005	RHAG
6005	CD241
6005	RH2
6005	Rh50
6005	RH50A
6005	Rh50GP
6005	SLC42A1
6005	OHS
6005	OHST
6006	RHCE
6006	CD240CE
6006	RH
6006	RH30A
6006	Rh4
6006	RHC
6006	RHE
6006	RhIVb%28J%29
6006	RHIXB
6006	RHPI
6006	RhVI
6006	RhVIII
6006	RHCe(152N)
6006	RhIVb(J)
6007	RHD
6007	CD240D
6007	DIIIc
6007	RH
6007	RH30
6007	Rh4
6007	RHCED
6007	RhDCw
6007	RHDel
6007	RHDVA%28TT%29
6007	RhII
6007	RhK562-II
6007	RhPI
6007	RHPII
6007	RHXIII
6007	RHDVA(TT)
6007	RHCE
6008	RHEBP1
6008	RHEB
6008	RHEB1
6009	RHEB
6009	RHEB2
6010	RHO
6010	CSNBAD1
6010	OPN2
6010	RP4
6011	GRK1
6011	GPRK1
6011	RHOK
6011	RK
6013	RLN1
6013	bA12D24.3.1
6013	bA12D24.3.2
6013	H1
6013	H1RLX
6013	RLXH1
6014	RIT2
6014	RIBA
6014	RIN
6014	ROC2
6015	RING1
6015	RING1A
6015	RNF1
6016	RIT1
6016	RIBB
6016	RIT
6016	ROC1
6016	NS8
6017	RLBP1
6017	CRALBP
6018	RLF
6018	ZN-15L
6018	ZNF292L
6019	RLN2
6019	bA12D24.1.1
6019	bA12D24.1.2
6019	H2
6019	H2-RLX
6019	RLXH2
6019	LOC101929382
6023	RMRP
6023	CHH
6023	NME1
6023	RMRPR
6023	RRP2
6029	RN7SL1
6029	7L1a
6029	7SL
6029	RN7SL
6029	RNSRP1
6031	RN7SL5P
6031	7LEM1
6031	RN7SL249P
6031	RN7SLP2
6033	RN7SL7P
6033	7L23
6033	RN7SL27P
6033	RN7SLP4
6034	RN7SL8P
6034	7L63
6034	RN7SL433P
6034	RN7SLP5
6035	RNASE1
6035	RIB1
6035	RNS1
6035	RAC1
6036	RNASE2
6036	EDN
6036	RNS2
6036	RAF3
6037	RNASE3
6037	ECP
6037	RNS3
6037	RAF1
6038	RNASE4
6038	RNS4
6038	RAB1
6038	
6039	RNASE6
6039	RNasek6
6039	RNS6
6039	RAD1
6041	RNASEL
6041	PRCA1
6041	RNS4
6043	SNORA63
6043	E3
6043	E3-2
6043	RNE3
6043	RNU107
6043	SNORA63A
6043	elF-4AII
6043	EIF4A2
6044	SNORA62
6044	E2
6044	E2-1
6044	RNE2
6044	RNU108
6044	RPSA
6045	RNF2
6045	BAP-1
6045	BAP1
6045	DING
6045	HIPI3
6045	RING1B
6045	RING2
6046	BRD2
6046	D6S113E
6046	FSH
6046	FSRG1
6046	NAT
6046	RING3
6046	RNF3
6046	BRD2-IT1
6046	O27.1.1
6047	RNF4
6047	RES4-26
6047	SLX5
6047	SNURF
6048	RNF5
6048	RING5
6048	RMA1
6049	RNF6
6050	RNH1
6050	RAI
6050	RNH
6051	RNPEP
6051	AP-B
6051	APB
6059	ABCE1
6059	ABC38
6059	OABP
6059	RLI
6059	RNASEL1
6059	RNASELI
6059	RNS4I
6059	RLI1
6060	RNU1-4
6060	HSD2
6060	HSD5
6060	HSD6
6060	HSD7
6060	RNU1
6060	RNU1D2
6060	RNU1E2
6060	RNU1F1
6060	RNU1G1
6060	RNU1G2
6060	U1B2
6060	U1D2
6060	U1E2
6060	U1F
6060	RNU1-1
6060	RNU1-3
6060	RNU1-2
6060	RNVU1-18
6060	RNU1-27P
6060	RNU1-28P
6068	RNU3P1
6068	U3
6068	SNORD3P1
6069	RNU4-7P
6069	RNU4P1
6069	U4
6069	U4%2F7
6069	U4/7
6070	RNU4-8P
6070	RNU4P2
6070	U4
6070	U4%2F14
6070	U4/14
6071	RNU6V
6071	87U6
6071	LH87
6077	SNORD13P2
6077	RNU13P2
6077	U13
6077	U13.12A
6078	SNORD13P3
6078	RNU13P3
6078	U13
6078	U13.4B
6079	SNORD15A
6079	RNU15A
6079	SNORNA
6079	U15A
6080	SNORA73A
6080	E1
6080	E1-7
6080	E1b
6080	RNE1
6080	RNU17A
6080	U17A
6080	SNHG3
6082	SNORD20
6082	RNU20
6082	U20
6083	SNORD21
6083	RNU21
6083	U21
6083	RPL5
6084	RNY1
6084	HY1
6084	Y1
6085	RNY3
6085	HY3
6085	Y3
6086	RNY4
6086	HY4
6086	Y4
6087	RNY4P1
6087	hY4.B8
6088	RNY4P2
6088	hY4.B7
6089	RNY4P3
6089	hY4.F2
6090	RNY5
6090	Y5
6091	ROBO1
6091	DUTT1
6091	SAX3
6092	ROBO2
6092	SAX3
6093	ROCK1
6093	P160ROCK
6093	ROCK-I
6094	ROM1
6094	ROM
6094	ROSP1
6094	RP7
6094	TSPAN23
6095	RORA
6095	NR1F1
6095	ROR1
6095	ROR2
6095	ROR3
6095	RZR-ALPHA
6095	RZRA
6096	RORB
6096	bA133M9.1
6096	NR1F2
6096	ROR-BETA
6096	RZR-BETA
6096	RZRB
6097	RORC
6097	NR1F3
6097	RORG
6097	RZR-GAMMA
6097	RZRG
6097	TOR
6097	IMD42
6098	ROS1
6098	c-ros-1
6098	MCF3
6098	ROS
6100	RP9
6100	PAP-1
6100	PAP1
6101	RP1
6101	DCDC4A
6101	ORP1
6102	RP2
6102	DELXp11.3
6102	NM23-H10
6102	NME10
6102	TBCCD2
6102	XRP2
6103	RPGR
6103	COD1
6103	CORDX1
6103	CRD
6103	orf15
6103	PCDX
6103	RP15
6103	RP3
6103	XLRP3
6117	RPA1
6117	HSSB
6117	MST075
6117	REPA1
6117	RF-A
6117	RP-A
6117	RPA70
6118	RPA2
6118	REPA2
6118	RPA32
6118	RP-A p32
6118	RP-A p34
6119	RPA3
6119	REPA3
6119	RP-A p14
6120	RPE
6120	RPE2-1
6121	RPE65
6121	LCA2
6121	mRPE65
6121	rd12
6121	RP20
6121	sRPE65
6121	BCO3
6122	RPL3
6122	ASC-1
6122	L3
6122	TARBP-B
6123	RPL3L
6124	RPL4
6124	L4
6125	RPL5
6125	DBA6
6125	L5
6125	MSTP030
